Age;Sexe;Time;Tool;motivation to watch;Interraction;reviews;Emotion;Count;Video name;Country;Time to consume;Content attract;discover new content;Type of content
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Share with friends/followers;;Sad;2;3;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Surprise;7;3;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Share with friends/followers;;Surprise;7;3;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Neutral;4;4;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Surprise;3;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Share with friends/followers;;Surprise;3;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Happy;3;4;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;;Happy;3;4;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Neutral;4;4;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;;Neutral;4;4;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Surprise;3;4;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;;Surprise;3;4;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Happy;4;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Happy;4;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Neutral;4;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Neutral;4;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Like;;Surprise;5;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Computer;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Visit the creator page;;Surprise;5;4;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Comment;;Happy;4;4;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Share with friends/followers;;Happy;4;4;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Comment;;Neutral;3;4;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Share with friends/followers;;Neutral;3;4;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Comment;;Surprise;5;4;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To entertain friends/followers;To express an opinion;To spread awareness;To connect/network with others who share similar interests;To Kill time";Share with friends/followers;;Surprise;5;4;Morocco;Anytime I Get Notifications;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Angry;3;5;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
17;Female;more than 3 hours;Phone;"To spread awareness;To connect/network with others who share similar interests";Like;;Surprise;4;5;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
21;Female;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;;Neutral;6;5;Morocco;During Commute Times;Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Happy;4;5;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Skip to the next one in queue;;Happy;4;5;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
18;Male;more than 3 hours;Phone;"To entertain friends/followers;To Kill time";Like;;Neutral;4;5;Morocco;During Breaks (work/study breaks);Captivating thumbnail;Through the platform's recommendations;Short entertaining videos
